customer_id,customer_name,customer_segment,city,state,annual_income,declared_risk_segment,total_transactions,total_transaction_value,transaction_fee_revenue,transaction_operational_cost,net_transaction_profit,number_of_accounts,total_account_balance,monthly_account_service_cost,annual_account_service_cost,total_complaints,complaint_service_cost,total_loans,total_loan_amount,total_outstanding_balance,estimated_interest_revenue,defaulted_loans,total_payments_made,payment_records,delayed_payment_records,max_days_late,suspicious_transactions,max_fraud_risk_score,confirmed_fraud_transactions,customer_fraud_risk_level,max_loan_risk_score,average_loan_risk_score,customer_loan_risk_level,customer_revenue,customer_operational_cost,customer_profit,profit_margin_pct,profitability_segment,high_value_customer_flag,combined_risk_level,customer_value_category
C00834,Deepa Kumar,Retail,Chennai,Tamil Nadu,30249.0,Low,37,432489.32,635.86,556.08,79.77999999999997,2,139522.86000000002,328.84000000000003,3946.0800000000004,1.0,137.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,30,0,Medium,0.0,0.0,,635.86,4639.750000000001,-4003.890000000001,-629.681061868965,Loss Making,1,Medium,High Value - Low/Medium Risk
C00835,Suresh Patel,Retail,Mumbai,Maharashtra,116336.0,Low,28,136206.68,470.15999999999997,510.43,-40.27000000000004,2,77545.73000000001,158.26,1899.12,2.0,581.37,1.0,346488.13,0.0,0.0,0.0,402532.05,12.0,12.0,9.0,0,25,0,Medium,50.0,50.0,High,470.15999999999997,2990.9199999999996,-2520.7599999999998,-536.1493959503148,Loss Making,0,High,Low Value - High Risk
C00836,Kavya Patel,Senior Citizen,Pune,Maharashtra,38703.0,Low,42,371506.48,706.81,629.12,77.68999999999994,2,256914.38999999998,160.53,1926.3600000000001,1.0,539.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,30,0,Medium,0.0,0.0,,706.81,3094.57,-2387.76,-337.82204552850135,Loss Making,1,Medium,High Value - Low/Medium Risk
C00837,Sanjay Singh,Retail,Madurai,Tamil Nadu,74426.0,Low,42,273357.22,796.22,602.27,193.95000000000005,2,56093.8,177.32999999999998,2127.96,3.0,1354.72,1.0,120093.83,0.0,0.0,0.0,60083.09,22.0,21.0,10.0,0,25,0,Medium,25.0,25.0,Medium,796.22,4084.95,-3288.7299999999996,-413.0428775966441,Loss Making,0,Medium,Low Value - Low/Medium Risk
C00838,Suresh Rao,Senior Citizen,Pune,Maharashtra,97326.0,Medium,45,484771.24,736.97,622.19,114.77999999999997,2,77105.6,211.56,2538.7200000000003,2.0,709.8199999999999,1.0,1266395.67,0.0,0.0,0.0,1652169.79,24.0,23.0,10.0,0,30,0,Medium,25.0,25.0,Medium,736.97,3870.7300000000005,-3133.76,-425.22219357640074,Loss Making,1,Medium,High Value - Low/Medium Risk
C00839,Ajay Patel,Mass Affluent,Kochi,Kerala,36584.0,Low,16,80866.83,260.52,276.13,-15.610000000000014,1,57847.85,72.42,869.04,0.0,0.0,1.0,500755.43,280715.24,43145.932388,1.0,345029.14,18.0,18.0,60.0,0,5,0,Low,70.0,70.0,Critical,43406.452388,1145.17,42261.282388,97.36175168206884,High Profit,0,Critical,Low Value - High Risk
C00840,Naveen Singh,Retail,Bengaluru,Karnataka,72703.0,High,21,85266.57,290.88,321.34,-30.45999999999998,1,25660.13,22.39,268.68,2.0,751.04,1.0,2142704.59,1647679.63,230016.07634799997,0.0,2026999.99,24.0,21.0,10.0,0,0,0,Low,25.0,25.0,Medium,230306.95634799998,1341.06,228965.89634799998,99.4177075580932,High Profit,0,Medium,Low Value - Low/Medium Risk
C00841,Pooja Nair,Mass Affluent,Kolkata,West Bengal,41534.0,Low,20,180833.88,282.44,327.77,-45.329999999999984,1,20206.78,128.11,1537.3200000000002,3.0,1078.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,25,0,Medium,0.0,0.0,,282.44,2943.3900000000003,-2660.9500000000003,-942.1293017986121,Loss Making,0,Medium,Low Value - Low/Medium Risk
C00842,Pooja Nair,Mass Affluent,Delhi,Delhi,32096.0,Low,14,67835.48,170.07999999999998,240.69,-70.61000000000001,1,1822133.22,56.22,674.64,1.0,317.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,Low,0.0,0.0,,170.07999999999998,1233.31,-1063.23,-625.1352304797743,Loss Making,1,Low,High Value - Low/Medium Risk
C00843,Lakshmi Singh,Retail,Bengaluru,Karnataka,60375.0,Low,15,102280.03,348.81,249.96,98.85,1,106040.61,67.28,807.36,6.0,3009.24,1.0,636241.18,140865.65,25369.903565,1.0,403280.13,20.0,19.0,49.0,0,35,0,Medium,75.0,75.0,Critical,25718.713565000002,4066.5599999999995,21652.153565,84.18832267903909,Medium Profit,0,Critical,Low Value - High Risk
C00844,Ajay Singh,Mass Affluent,Hyderabad,Telangana,83145.0,Low,24,149933.61000000002,480.33,432.9,47.43000000000001,1,60077.73,77.47,929.64,2.0,372.08000000000004,1.0,85753.46,52279.0,8244.3983,0.0,112468.64,24.0,21.0,10.0,0,5,0,Low,40.0,40.0,Medium,8724.7283,1734.62,6990.108300000001,80.11834935879895,Medium Profit,0,Medium,Low Value - Low/Medium Risk
C00845,Divya Rao,Mass Affluent,Kochi,Kerala,159704.0,Medium,10,73213.12,139.71,159.12,-19.409999999999997,1,31453.91,39.38,472.56000000000006,2.0,537.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,30,0,Medium,0.0,0.0,,139.71,1169.46,-1029.75,-737.0624865793429,Loss Making,0,Medium,Low Value - Low/Medium Risk
C00846,Rahul Patel,Premium,Chennai,Tamil Nadu,45465.0,Low,12,40976.84,220.25,180.09,40.16,1,273849.1,86.88,1042.56,1.0,449.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,Low,0.0,0.0,,220.25,1672.6,-1452.35,-659.4097616345061,Loss Making,1,Low,High Value - Low/Medium Risk
C00847,Sneha Patel,Mass Affluent,Chennai,Tamil Nadu,53529.0,Medium,35,243380.59,609.4300000000001,593.65,15.780000000000086,2,139260.13,196.96,2363.52,2.0,775.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,30,0,Medium,0.0,0.0,,609.4300000000001,3733.16,-3123.7299999999996,-512.5658402113448,Loss Making,0,Medium,Low Value - Low/Medium Risk
C00848,Lakshmi Rao,Student,Mumbai,Maharashtra,40565.0,Low,17,144950.52,375.67,318.04,57.629999999999995,1,88324.27,20.39,244.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,Medium,0.0,0.0,,375.67,562.72,-187.05,-49.79104000851812,Loss Making,0,Medium,Low Value - Low/Medium Risk
C00849,Sneha Patel,Retail,Pune,Maharashtra,60895.0,Medium,12,169670.47,299.12,192.56,106.56,1,21752.71,33.26,399.12,3.0,878.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,25,0,Medium,0.0,0.0,,299.12,1470.54,-1171.42,-391.6220914683071,Loss Making,0,Medium,Low Value - Low/Medium Risk
C00850,Pooja Nair,Retail,Mumbai,Maharashtra,21671.0,Low,23,128975.90000000001,383.27000000000004,423.18,-39.90999999999997,1,28594.33,154.06,1848.72,1.0,514.35,1.0,478391.52,0.0,0.0,0.0,338163.89,20.0,17.0,10.0,0,5,0,Low,40.0,40.0,Medium,383.27000000000004,2786.25,-2402.98,-626.9679338325462,Loss Making,0,Medium,Low Value - Low/Medium Risk
C00851,Ajay Singh,Sme Owner,Coimbatore,Tamil Nadu,44437.0,High,19,153097.55,368.01,308.17,59.839999999999975,1,147048.12,167.2,2006.3999999999999,1.0,156.25,1.0,127276.86,80832.41,11930.863716000002,1.0,67215.06,6.0,5.0,45.0,0,20,0,Medium,70.0,70.0,Critical,12298.873716000002,2470.8199999999997,9828.053716000002,79.91019294079237,Medium Profit,0,Critical,Low Value - High Risk
C00852,Sanjay Kumar,Student,Coimbatore,Tamil Nadu,74477.0,Low,34,171982.33,491.4,531.76,-40.360000000000014,2,198375.75,138.29,1659.48,4.0,1112.17,1.0,1168724.77,855652.0,111149.19480000001,0.0,289059.21,9.0,7.0,9.0,0,25,0,Medium,25.0,25.0,Medium,111640.5948,3303.41,108337.1848,97.04103152986784,High Profit,0,Medium,Low Value - Low/Medium Risk
C00853,Rohit Patel,Mass Affluent,Mumbai,Maharashtra,77890.0,Low,17,111677.24,372.89,266.98,105.90999999999997,1,38853.32,96.55,1158.6,1.0,411.07,1.0,160462.92,124986.29,18897.927047999998,1.0,39325.46,9.0,9.0,19.0,0,20,0,Medium,70.0,70.0,Critical,19270.817047999997,1836.6499999999999,17434.167047999996,90.46926762147525,Medium Profit,0,Critical,Low Value - High Risk
C00854,Naveen Kumar,Senior Citizen,Hyderabad,Telangana,29964.0,Medium,21,459266.7,414.88,385.67,29.20999999999998,1,79534.33,44.19,530.28,1.0,132.83,1.0,1745649.37,1044156.59,169884.277193,1.0,1744223.41,20.0,18.0,58.0,3,70,3,Critical,70.0,70.0,Critical,170299.157193,1048.78,169250.377193,99.3841543215558,High Profit,1,Critical,High Value - High Risk
C00855,Vijay Sharma,Senior Citizen,Hyderabad,Telangana,108016.0,Medium,28,137779.53,442.56,448.11,-5.550000000000011,2,341935.27,216.11,2593.32,0.0,0.0,1.0,448802.32,266399.09,36976.19369200001,0.0,304185.99,24.0,22.0,10.0,0,25,0,Medium,30.0,30.0,Medium,37418.753692000006,3041.4300000000003,34377.323692000005,91.87190993843751,High Profit,1,Medium,High Value - Low/Medium Risk
C00856,Sanjay Gupta,Retail,Bengaluru,Karnataka,52884.0,Low,21,174978.55,393.08,271.02,122.06,1,172060.41,132.49,1589.88,1.0,685.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,30,0,Medium,0.0,0.0,,393.08,2546.7,-2153.62,-547.8833825175536,Loss Making,0,Medium,Low Value - Low/Medium Risk
C00857,Vijay Reddy,Retail,Hyderabad,Telangana,70563.0,Medium,18,115389.82,355.74,245.5,110.24000000000001,1,365800.91,40.29,483.48,2.0,345.53,1.0,154298.95,69319.26,8235.128088,0.0,40679.86,12.0,12.0,10.0,0,20,0,Medium,30.0,30.0,Medium,8590.868088,1074.51,7516.358087999999,87.49241649396397,Medium Profit,1,Medium,High Value - Low/Medium Risk
C00858,Rohit Gupta,Retail,Delhi,Delhi,52586.0,Low,15,96933.75,257.92,185.82,72.10000000000002,1,135234.48,111.22,1334.6399999999999,0.0,0.0,1.0,229304.41,53456.15,9622.107,1.0,163384.65,18.0,17.0,59.0,0,5,0,Low,70.0,70.0,Critical,9880.027,1520.4599999999998,8359.567000000001,84.61077080052515,Medium Profit,0,Critical,Low Value - High Risk
C00859,Rahul Rao,Mass Affluent,Pune,Maharashtra,24258.0,Medium,38,310467.74,754.25,535.54,218.71000000000004,2,70960.61,265.18,3182.16,1.0,227.61,1.0,1871535.27,414996.09,58680.44712600001,1.0,1640461.28,10.0,9.0,48.0,0,20,0,Medium,70.0,70.0,Critical,59434.69712600001,3945.31,55489.38712600001,93.36194144030709,High Profit,1,Critical,High Value - High Risk
C00860,Pooja Singh,Premium,Mumbai,Maharashtra,104768.0,Low,42,230679.03,693.34,576.96,116.38,2,417090.53,130.72,1568.6399999999999,1.0,371.55,1.0,537132.02,378236.86,56773.352686000006,0.0,429551.14,24.0,19.0,10.0,0,35,0,Medium,40.0,40.0,Medium,57466.692686,2517.15,54949.542686,95.61981056791663,High Profit,1,Medium,High Value - Low/Medium Risk
C00861,Ajay Sharma,Mass Affluent,Chennai,Tamil Nadu,52859.0,Medium,54,375647.39,953.5799999999999,886.8199999999999,66.75999999999999,2,127607.95,206.09,2473.08,1.0,595.88,1.0,464856.37,163069.41,20236.913781,1.0,414870.12,11.0,10.0,35.0,0,35,0,Medium,70.0,70.0,Critical,21190.493780999997,3955.7799999999997,17234.713781,81.3322896536424,Medium Profit,1,Critical,High Value - High Risk
C00862,Geetha Singh,Mass Affluent,Hyderabad,Telangana,46425.0,Medium,53,409141.88,930.88,932.5699999999999,-1.6899999999999409,3,904370.72,274.31,3291.7200000000003,2.0,1754.1999999999998,1.0,842765.07,0.0,0.0,0.0,546011.52,24.0,20.0,10.0,0,30,0,Medium,25.0,25.0,Medium,930.88,5978.49,-5047.61,-542.2406754898591,Loss Making,1,Medium,High Value - Low/Medium Risk
C00863,Sanjay Rao,Student,Coimbatore,Tamil Nadu,64279.0,Medium,19,115564.2,319.36,271.42,47.94,1,95097.09,52.58,630.96,3.0,1094.02,1.0,869662.15,137425.86,19899.264528,0.0,1002306.28,12.0,9.0,8.0,0,20,0,Medium,30.0,30.0,Medium,20218.624528,1996.4,18222.224528,90.12593563308293,Medium Profit,0,Medium,Low Value - Low/Medium Risk
C00864,Kavya Verma,Retail,Delhi,Delhi,56383.0,Low,26,211408.76,604.34,441.90999999999997,162.43000000000006,2,116404.57,182.48999999999998,2189.8799999999997,5.0,1059.37,1.0,116556.56,0.0,0.0,0.0,107492.17,24.0,22.0,9.0,0,30,0,Medium,25.0,25.0,Medium,604.34,3691.1599999999994,-3086.8199999999993,-510.7753913360027,Loss Making,0,Medium,Low Value - Low/Medium Risk
C00865,Priya Singh,Mass Affluent,Kolkata,West Bengal,70424.0,Medium,45,290836.63,776.01,679.15,96.86000000000001,2,177812.61,106.36,1276.32,1.0,335.36,1.0,775837.01,503713.9,69059.17569,0.0,878475.53,12.0,10.0,10.0,0,25,0,Medium,30.0,30.0,Medium,69835.18569,2290.83,67544.35569,96.71966219124977,High Profit,1,Medium,High Value - Low/Medium Risk
C00866,Rohit Kumar,Senior Citizen,Mumbai,Maharashtra,33329.0,Low,19,118258.05,238.39,314.16,-75.77000000000004,1,10947.23,128.11,1537.3200000000002,1.0,524.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,25,0,Medium,0.0,0.0,,238.39,2375.51,-2137.1200000000003,-896.480557070347,Loss Making,0,Medium,Low Value - Low/Medium Risk
C00867,Anitha Singh,Retail,Madurai,Tamil Nadu,39164.0,Low,18,121115.59,361.03,315.1,45.92999999999995,1,195230.86,131.57,1578.84,4.0,1809.2399999999998,1.0,1739871.18,0.0,0.0,0.0,2362583.63,24.0,22.0,10.0,0,20,0,Medium,55.0,55.0,High,361.03,3703.18,-3342.1499999999996,-925.7263939284824,Loss Making,0,High,Low Value - High Risk
C00868,Arun Reddy,Mass Affluent,Bengaluru,Karnataka,59501.0,Low,15,111381.37,284.04,217.8,66.24000000000001,1,101226.66,64.79,777.48,0.0,0.0,1.0,103866.01,34639.6,6276.695519999999,0.0,106970.0,24.0,21.0,10.0,0,25,0,Medium,65.0,65.0,High,6560.735519999999,995.28,5565.4555199999995,84.82974969855209,Medium Profit,0,High,Low Value - High Risk
C00869,Rohit Patel,Retail,Madurai,Tamil Nadu,21677.0,Low,49,562250.97,869.21,789.97,79.24000000000001,2,68677.95999999999,186.41000000000003,2236.92,0.0,0.0,1.0,227392.58,207327.3,33338.22983999999,0.0,186377.51,24.0,20.0,10.0,0,35,0,Medium,40.0,40.0,Medium,34207.43983999999,3026.8900000000003,31180.549839999992,91.15136936830757,High Profit,1,Medium,High Value - Low/Medium Risk
C00870,Karthik Sharma,Retail,Mumbai,Maharashtra,61409.0,Medium,24,137411.17,449.15999999999997,418.68,30.47999999999996,1,54170.23,58.72,704.64,3.0,1243.44,1.0,94137.52,17750.36,2682.0793959999996,1.0,55376.97,16.0,15.0,55.0,0,25,0,Medium,70.0,70.0,Critical,3131.2393959999995,2366.76,764.4793959999993,24.414594328896833,Medium Profit,0,Critical,Low Value - High Risk
C00871,Karthik Patel,Premium,Madurai,Tamil Nadu,147781.0,Low,14,84945.05,214.69,217.57999999999998,-2.8899999999999864,1,172446.81,63.91,766.92,1.0,225.77,1.0,266855.77,0.0,0.0,0.0,171077.55,24.0,21.0,10.0,0,5,0,Low,30.0,30.0,Medium,214.69,1210.27,-995.5799999999999,-463.72909776887604,Loss Making,0,Medium,Low Value - Low/Medium Risk
C00872,Suresh Iyer,Senior Citizen,Kochi,Kerala,50130.0,Low,40,280643.84,568.67,599.6,-30.930000000000064,2,120916.9,144.32999999999998,1731.9599999999998,3.0,1105.44,1.0,1836285.43,0.0,0.0,0.0,956482.11,15.0,14.0,10.0,0,20,0,Medium,45.0,45.0,Medium,568.67,3437.0,-2868.33,-504.3927057871877,Loss Making,0,Medium,Low Value - Low/Medium Risk
C00873,Ajay Gupta,Premium,Chennai,Tamil Nadu,50357.0,High,21,107177.06999999999,301.94,315.05,-13.110000000000014,1,28235.97,84.77,1017.24,0.0,0.0,1.0,1144531.09,629614.74,92364.482358,0.0,908829.27,24.0,23.0,10.0,0,5,0,Low,30.0,30.0,Medium,92666.422358,1332.29,91334.132358,98.56227318795914,High Profit,0,Medium,Low Value - Low/Medium Risk
C00874,Naveen Gupta,Mass Affluent,Kochi,Kerala,36312.0,Low,22,139640.81,388.68,294.67,94.00999999999999,1,82396.74,102.55,1230.6,4.0,2219.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,Medium,0.0,0.0,,388.68,3744.32,-3355.6400000000003,-863.342595451271,Loss Making,0,Medium,Low Value - Low/Medium Risk
C00875,Vishal Nair,Retail,Kochi,Kerala,100186.0,Low,16,148035.95,249.66,312.49,-62.83000000000001,1,106186.25,77.0,924.0,3.0,1857.5299999999997,1.0,306069.67,0.0,0.0,0.0,352748.66000000003,12.0,12.0,10.0,0,30,0,Medium,40.0,40.0,Medium,249.66,3094.0199999999995,-2844.3599999999997,-1139.2934390771447,Loss Making,0,Medium,Low Value - Low/Medium Risk
C00876,Sanjay Verma,Mass Affluent,Madurai,Tamil Nadu,70856.0,Low,40,257119.21,781.31,671.48,109.82999999999993,2,131328.22,145.59,1747.08,3.0,1061.42,1.0,178256.06,0.0,0.0,0.0,65345.17,7.0,6.0,10.0,0,30,0,Medium,25.0,25.0,Medium,781.31,3479.98,-2698.67,-345.4032330317032,Loss Making,0,Medium,Low Value - Low/Medium Risk
C00877,Suresh Singh,Retail,Coimbatore,Tamil Nadu,54929.0,Low,40,281182.99,604.87,612.74,-7.8700000000000045,2,308618.32999999996,188.37,2260.44,2.0,404.75,1.0,212905.31,143644.87,24477.085848,0.0,155074.41999999998,13.0,10.0,9.0,2,45,0,High,35.0,35.0,Medium,25081.955847999998,3277.9300000000003,21804.025847999997,86.93112283641398,Medium Profit,1,High,High Value - High Risk
C00878,Vijay Gupta,Retail,Pune,Maharashtra,89269.0,Low,20,143104.44,321.7,331.68,-9.980000000000018,1,180215.61,48.6,583.2,2.0,476.16,1.0,811090.69,148770.27,21006.362123999996,0.0,550751.7,24.0,24.0,10.0,0,25,0,Medium,25.0,25.0,Medium,21328.062123999996,1391.0400000000002,19937.022123999996,93.47788846491264,Medium Profit,0,Medium,Low Value - Low/Medium Risk
C00879,Meena Verma,Premium,Hyderabad,Telangana,44727.0,Low,46,362340.20999999996,772.52,759.83,12.68999999999994,2,109195.78,218.36,2620.32,2.0,401.39,1.0,1779917.46,760174.57,96238.10056199999,0.0,1338064.91,24.0,19.0,10.0,7,55,0,High,30.0,30.0,Medium,97010.620562,3781.54,93229.080562,96.10193195539534,High Profit,1,High,High Value - High Risk
C00880,Rahul Kumar,Retail,Madurai,Tamil Nadu,69844.0,Low,41,268174.52,763.64,682.82,80.81999999999994,2,107258.3,152.09,1825.08,2.0,709.81,1.0,1763331.56,1334870.77,243880.889679,0.0,617997.86,11.0,10.0,10.0,0,25,0,Medium,70.0,70.0,Critical,244644.52967900003,3217.71,241426.81967900004,98.68474067079204,High Profit,0,Critical,Low Value - High Risk
C00881,Priya Singh,Mass Affluent,Madurai,Tamil Nadu,41966.0,High,16,117282.98,215.89,308.07,-92.18,1,53697.41,75.81,909.72,1.0,399.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,35,0,Medium,0.0,0.0,,215.89,1617.71,-1401.8200000000002,-649.3214136828942,Loss Making,0,Medium,Low Value - Low/Medium Risk
C00882,Sanjay Rao,Student,Kolkata,West Bengal,22856.0,Low,38,278991.75,623.14,602.49,20.649999999999977,2,1524366.8499999999,245.53000000000003,2946.3600000000006,5.0,1857.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,Medium,0.0,0.0,,623.14,5405.91,-4782.7699999999995,-767.5273614276085,Loss Making,1,Medium,High Value - Low/Medium Risk
C00883,Pooja Rao,Mass Affluent,Bengaluru,Karnataka,113001.0,Low,15,177682.55,145.73000000000002,253.43,-107.69999999999999,1,157357.38,66.01,792.1200000000001,2.0,737.55,1.0,351767.49,296189.44,35483.494912,0.0,393828.07,12.0,12.0,10.0,0,30,0,Medium,25.0,25.0,Medium,35629.224912000005,1783.1000000000001,33846.12491200001,94.9954005331184,High Profit,0,Medium,Low Value - Low/Medium Risk
C00884,Lakshmi Singh,Retail,Chennai,Tamil Nadu,189960.0,Low,19,353218.59,351.34,290.14,61.19999999999999,1,184304.6,129.14,1549.6799999999998,3.0,995.9300000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,70,4,Critical,0.0,0.0,,351.34,2835.75,-2484.41,-707.124153241874,Loss Making,1,Critical,High Value - High Risk
C00885,Lakshmi Kumar,Retail,Chennai,Tamil Nadu,40782.0,Medium,19,184189.9,335.77,287.14,48.629999999999995,1,337171.73,177.45,2129.3999999999996,1.0,434.74,1.0,100613.69,0.0,0.0,0.0,103130.21,24.0,21.0,10.0,0,20,0,Medium,40.0,40.0,Medium,335.77,2851.2799999999997,-2515.5099999999998,-749.1765196414212,Loss Making,1,Medium,High Value - Low/Medium Risk
C00886,Geetha Gupta,Premium,Bengaluru,Karnataka,32813.0,Medium,35,350996.24,590.65,547.49,43.15999999999997,2,168269.30000000002,182.36,2188.32,1.0,253.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,Medium,0.0,0.0,,590.65,2989.2000000000003,-2398.55,-406.08651485651404,Loss Making,1,Medium,High Value - Low/Medium Risk
C00887,Naveen Reddy,Retail,Coimbatore,Tamil Nadu,37887.0,Low,44,256053.97,760.58,722.08,38.5,2,197103.38,228.32999999999998,2739.96,5.0,1396.23,1.0,659775.49,574809.42,90187.597998,0.0,471502.98,24.0,22.0,10.0,0,20,0,Medium,40.0,40.0,Medium,90948.177998,4858.27,86089.907998,94.65819974963452,High Profit,0,Medium,Low Value - Low/Medium Risk
C00888,Geetha Patel,Retail,Bengaluru,Karnataka,107756.0,Low,37,347965.0,703.03,552.66,150.37,2,110556.92,105.17,1262.04,3.0,1257.75,1.0,328500.15,0.0,0.0,0.0,407613.14,22.0,20.0,10.0,1,45,0,High,60.0,60.0,High,703.03,3072.45,-2369.42,-337.02971423694584,Loss Making,1,High,High Value - High Risk
C00889,Rohit Kumar,Premium,Madurai,Tamil Nadu,84963.0,Low,18,156537.03,323.87,318.47,5.399999999999977,1,135755.98,69.66,835.92,1.0,420.74,1.0,106978.09,78010.41,10937.059482,1.0,15861.25,5.0,4.0,22.0,0,35,0,Medium,70.0,70.0,Critical,11260.929482000001,1575.1299999999999,9685.799482000002,86.01243349833811,Medium Profit,0,Critical,Low Value - High Risk
C00890,Vijay Verma,Retail,Madurai,Tamil Nadu,49079.0,Low,21,191805.16999999998,395.63,297.6,98.02999999999997,1,472697.47,23.33,279.96,3.0,793.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,35,0,Medium,0.0,0.0,,395.63,1370.86,-975.2299999999999,-246.5005181609079,Loss Making,1,Medium,High Value - Low/Medium Risk
C00891,Priya Reddy,Senior Citizen,Coimbatore,Tamil Nadu,22377.0,Low,19,160903.31,246.75,282.17,-35.420000000000016,1,176558.09,64.77,777.24,3.0,1540.16,1.0,1065717.81,0.0,0.0,0.0,547738.26,21.0,18.0,10.0,0,35,0,Medium,30.0,30.0,Medium,246.75,2599.57,-2352.82,-953.5238095238096,Loss Making,0,Medium,Low Value - Low/Medium Risk
C00892,Geetha Gupta,Senior Citizen,Kolkata,West Bengal,189391.0,High,40,244445.64,738.35,698.81,39.54000000000008,2,363264.58999999997,278.07,3336.84,5.0,859.94,1.0,101804.93,25195.48,3088.965848,0.0,75905.25,24.0,23.0,10.0,0,30,0,Medium,10.0,10.0,Low,3827.3158479999997,4895.59,-1068.2741520000004,-27.911836765660127,Loss Making,1,Medium,High Value - Low/Medium Risk
C00893,Naveen Gupta,Senior Citizen,Kochi,Kerala,32875.0,Low,23,143309.33000000002,383.67,445.61,-61.94,1,102785.55,156.58,1878.96,2.0,610.74,1.0,2310191.16,695186.72,104834.15737599999,1.0,1919715.56,9.0,9.0,35.0,0,5,0,Low,70.0,70.0,Critical,105217.82737599999,2935.3100000000004,102282.51737599999,97.21025412403684,High Profit,0,Critical,Low Value - High Risk
C00894,Vijay Singh,Retail,Coimbatore,Tamil Nadu,42464.0,Medium,19,230141.02,334.84000000000003,270.89,63.950000000000045,1,319610.64,119.46,1433.52,3.0,1413.52,1.0,935351.12,0.0,0.0,0.0,644681.68,22.0,19.0,10.0,0,35,0,Medium,55.0,55.0,High,334.84000000000003,3117.93,-2783.0899999999997,-831.1701110978377,Loss Making,1,High,High Value - High Risk
C00895,Anitha Verma,Senior Citizen,Pune,Maharashtra,52111.0,Low,11,228709.68000000002,162.08,200.2,-38.119999999999976,1,71673.8,105.41,1264.92,5.0,2030.31,1.0,290117.48,245883.53,31743.563723,1.0,145562.82,17.0,16.0,43.0,0,30,0,Medium,70.0,70.0,Critical,31905.643723,3495.4300000000003,28410.213723,89.04447742742069,Medium Profit,0,Critical,Low Value - High Risk
C00896,Deepa Nair,Mass Affluent,Chennai,Tamil Nadu,32009.0,Low,31,203688.37,612.17,530.43,81.74000000000001,2,166600.78000000003,323.73,3884.76,0.0,0.0,1.0,697353.93,253012.54,40279.596368000006,0.0,687895.6900000001,24.0,23.0,10.0,0,25,0,Medium,35.0,35.0,Medium,40891.766368000004,4415.1900000000005,36476.576368,89.20274081518981,High Profit,0,Medium,Low Value - Low/Medium Risk
C00897,Vijay Reddy,Retail,Madurai,Tamil Nadu,66628.0,Low,42,295504.72000000003,820.5,705.46,115.03999999999996,2,109343.26999999999,216.57,2598.84,2.0,798.5,1.0,645528.82,0.0,0.0,0.0,462722.75,24.0,23.0,9.0,0,20,0,Medium,35.0,35.0,Medium,820.5,4102.8,-3282.3,-400.036563071298,Loss Making,1,Medium,High Value - Low/Medium Risk
C00898,Rahul Kumar,Retail,Delhi,Delhi,112698.0,Low,15,86330.36,199.6,218.42000000000002,-18.82000000000002,1,56789.33,96.59,1159.08,0.0,0.0,1.0,352851.72,53616.23,7924.478794,1.0,162596.07,16.0,16.0,60.0,0,35,0,Medium,70.0,70.0,Critical,8124.078794,1377.5,6746.578794,83.04423141467626,Medium Profit,0,Critical,Low Value - High Risk
C00899,Vishal Patel,Retail,Coimbatore,Tamil Nadu,42345.0,Low,38,191456.5,602.33,614.16,-11.829999999999927,2,178750.53,200.74,2408.88,4.0,2048.73,1.0,163774.31,35368.46,5131.963546,0.0,155633.1,24.0,20.0,10.0,0,0,0,Low,25.0,25.0,Medium,5734.293546,5071.77,662.5235459999994,11.553708241220887,Medium Profit,0,Medium,Low Value - Low/Medium Risk
C00900,Rohit Kumar,Senior Citizen,Kochi,Kerala,46159.0,Low,27,167128.57,406.69,419.74,-13.050000000000011,1,48104.11,91.61,1099.32,2.0,812.38,1.0,839763.79,321119.29,55232.51787999999,1.0,390840.75,19.0,14.0,58.0,0,25,0,Medium,80.0,80.0,Critical,55639.207879999994,2331.44,53307.76787999999,95.80971748370621,High Profit,0,Critical,Low Value - High Risk
